0	0.000000
1	0.000000
2	0.000000
3	0.000000
4	0.000015
5	0.000034
6	0.000084
7	0.000217
8	0.000420
9	0.000675
10	0.000973
11	0.001286
12	0.001701
13	0.002106
14	0.002651
15	0.003212
16	0.004013
17	0.004929
18	0.005928
19	0.006851
20	0.007896
21	0.008793
22	0.009567
23	0.010315
24	0.011143
25	0.012253
26	0.013798
27	0.016331
28	0.020828
29	0.027496
30	0.035854
31	0.045200
32	0.055038
33	0.065445
34	0.075581
35	0.084965
36	0.094307
37	0.102543
38	0.110680
39	0.118420
40	0.125992
41	0.133224
42	0.140820
43	0.148342
44	0.156437
45	0.164875
46	0.173328
47	0.182392
48	0.191254
49	0.200111
50	0.209568
51	0.219120
52	0.228600
53	0.238182
54	0.247322
55	0.255291
56	0.262497
57	0.268818
58	0.274261
59	0.279430
60	0.284065
61	0.288738
62	0.292912
63	0.296654
64	0.300293
65	0.303967
66	0.307339
67	0.310802
68	0.314114
69	0.317188
70	0.320194
71	0.323105
72	0.325741
73	0.328602
74	0.331120
75	0.333553
76	0.336109
77	0.338390
78	0.340729
79	0.342941
80	0.345112
81	0.347176
82	0.349140
83	0.351170
84	0.353436
85	0.355492
86	0.357487
87	0.359310
88	0.361397
89	0.363400
90	0.365406
91	0.367401
92	0.369320
93	0.371193
94	0.373096
95	0.374939
96	0.376743
97	0.378494
98	0.380280
99	0.382248
100	0.384087
101	0.385918
102	0.387733
103	0.389534
104	0.391426
105	0.393467
106	0.395527
107	0.397652
108	0.399921
109	0.402164
110	0.404552
111	0.406849
112	0.409157
113	0.411613
114	0.414333
115	0.416832
116	0.419384
117	0.422085
118	0.424805
119	0.428047
120	0.431484
121	0.435154
122	0.439167
123	0.443588
124	0.448368
125	0.453747
126	0.459217
127	0.464985
128	0.471809
129	0.479435
130	0.487949
131	0.497578
132	0.507492
133	0.517754
134	0.527367
135	0.537006
136	0.547066
137	0.556377
138	0.566341
139	0.576244
140	0.586227
141	0.595978
142	0.606544
143	0.617531
144	0.628750
145	0.639229
146	0.650425
147	0.662647
148	0.674088
149	0.686016
150	0.699207
151	0.712070
152	0.725327
153	0.737545
154	0.749882
155	0.763927
156	0.775818
157	0.787743
158	0.801098
159	0.813560
160	0.826267
161	0.840549
162	0.853661
163	0.867939
164	0.880623
165	0.891792
166	0.900436
167	0.903229
168	0.905403
169	0.907703
170	0.910015
171	0.912411
172	0.914730
173	0.917267
174	0.919640
175	0.922020
176	0.924477
177	0.926838
178	0.929352
179	0.931709
180	0.933990
181	0.936230
182	0.938526
183	0.940674
184	0.942963
185	0.945145
186	0.947170
187	0.949158
188	0.951118
189	0.953033
190	0.954945
191	0.956871
192	0.958790
193	0.960773
194	0.962612
195	0.964348
196	0.966187
197	0.967907
198	0.969692
199	0.971466
200	0.973099
201	0.974697
202	0.976330
203	0.977669
204	0.979053
205	0.980350
206	0.981434
207	0.982590
208	0.983650
209	0.984531
210	0.985386
211	0.986214
212	0.986919
213	0.987602
214	0.988270
215	0.988941
216	0.989597
217	0.990078
218	0.990582
219	0.991093
220	0.991596
221	0.992088
222	0.992561
223	0.992973
224	0.993423
225	0.993786
226	0.994133
227	0.994473
228	0.994789
229	0.995102
230	0.995457
231	0.995716
232	0.995934
233	0.996193
234	0.996468
235	0.996796
236	0.997166
237	0.997673
238	0.998177
239	0.998638
240	0.998871
241	0.999084
242	0.999310
243	0.999454
244	0.999573
245	0.999676
246	0.999763
247	0.999863
248	0.999947
249	0.999969
250	0.999977
251	0.999981
252	0.999985
253	0.999989
254	0.999996
255	1.000000
