0	0	511	0
1	0	0	0
2	0	0	0
3	0	2	0
4	0	6	0
5	0	26	0
6	0	40	0
7	0	51	0
8	0	66	0
9	0	63	0
10	0	69	0
11	0	88	0
12	0	109	0
13	0	148	0
14	0	105	0
15	0	134	0
16	0	122	0
17	0	162	0
18	0	181	0
19	0	165	0
20	0	129	0
21	0	144	0
22	1	148	6
23	7	114	4
24	2	122	7
25	14	124	7
26	17	109	11
27	32	109	10
28	31	110	6
29	38	123	25
30	47	157	18
31	50	182	23
32	67	252	39
33	65	261	21
34	94	339	30
35	95	309	21
36	152	366	21
37	121	359	11
38	173	329	14
39	112	270	6
40	133	302	6
41	162	283	4
42	166	266	2
43	172	182	4
44	221	177	1
45	231	130	2
46	217	123	1
47	186	159	3
48	189	163	0
49	164	173	0
50	158	195	1
51	158	177	1
52	162	207	1
53	131	184	1
54	160	199	2
55	154	177	2
56	154	188	1
57	112	209	1
58	136	217	1
59	151	231	1
60	122	248	4
61	129	229	3
62	143	247	1
63	136	270	4
64	184	248	4
65	181	245	5
66	168	296	7
67	169	283	9
68	179	313	9
69	186	361	27
70	234	372	37
71	237	363	41
72	281	378	55
73	298	443	82
74	326	413	132
75	337	420	166
76	396	430	231
77	414	449	267
78	454	441	398
79	460	488	518
80	486	501	512
81	555	532	459
82	591	556	476
83	589	524	469
84	705	599	392
85	704	599	445
86	777	587	504
87	761	589	560
88	769	651	492
89	835	695	359
90	800	712	250
91	809	692	203
92	854	735	155
93	860	706	200
94	807	767	174
95	793	782	189
96	924	743	186
97	873	747	199
98	971	782	172
99	923	739	184
100	908	730	217
101	894	764	215
102	941	682	243
103	880	700	239
104	833	733	227
105	844	729	194
106	837	756	141
107	839	720	160
108	757	707	160
109	787	654	158
110	736	695	143
111	741	677	148
112	733	692	126
113	702	641	105
114	671	663	107
115	658	688	119
116	669	678	120
117	597	690	131
118	619	712	163
119	576	700	145
120	576	706	166
121	543	698	156
122	595	680	188
123	565	752	174
124	578	720	193
125	553	693	220
126	525	641	259
127	540	651	267
128	502	732	324
129	509	634	309
130	522	669	344
131	517	607	399
132	527	595	425
133	527	546	471
134	473	558	510
135	545	582	534
136	551	541	532
137	526	510	608
138	585	516	644
139	640	512	636
140	647	490	713
141	715	511	725
142	699	549	724
143	716	555	793
144	736	552	808
145	731	496	908
146	704	531	948
147	683	509	899
148	777	521	1009
149	673	556	1022
150	667	507	1179
151	624	491	1237
152	676	520	1300
153	639	550	1396
154	678	496	1445
155	723	539	1522
156	692	567	1524
157	709	586	1615
158	711	585	1655
159	725	559	1609
160	701	555	1604
161	660	653	1516
162	712	592	1442
163	760	545	1321
164	717	569	1223
165	776	624	1133
166	753	601	1092
167	806	628	1114
168	760	615	1073
169	805	644	1094
170	885	658	1052
171	916	707	1071
172	952	721	946
173	972	769	883
174	976	777	947
175	1033	799	916
176	1190	801	905
177	1306	838	889
178	1291	868	880
179	1473	964	951
180	1534	1033	943
181	1745	955	968
182	1845	1072	1022
183	1960	1003	1107
184	2119	1083	1274
185	2238	1280	1448
186	2442	1457	1542
187	2635	1532	1679
188	2879	1638	1769
189	3095	1829	1903
190	3415	2079	1901
191	3576	2177	2029
192	4044	2418	2086
193	4284	2722	2338
194	4643	3029	2962
195	4834	3091	3320
196	5093	3499	3787
197	5244	3667	4249
198	5420	4168	4939
199	5563	4534	5424
200	5873	5282	6044
201	5709	5480	6960
202	5511	5873	8332
203	5549	6102	8916
204	6080	6147	9188
205	6833	6121	9028
206	8023	6031	8832
207	8445	5792	9531
208	7486	5888	11016
209	5795	6771	11213
210	4715	7662	10240
211	4030	8072	7862
212	3914	7774	6697
213	4387	6660	5961
214	5042	5385	5476
215	5162	4474	5473
216	4662	3995	5007
217	4220	4158	4008
218	3711	4308	4512
219	2823	4435	3609
220	1539	4425	1959
221	260	3668	788
222	151	4281	157
223	72	3742	38
224	113	3241	9
225	68	502	0
226	18	110	0
227	0	53	0
228	0	43	0
229	0	24	0
230	0	5	0
231	0	1	0
232	0	0	0
233	0	0	0
234	0	0	0
235	0	0	0
236	0	0	0
237	0	0	0
238	0	0	0
239	0	0	0
240	0	0	0
241	0	0	0
242	0	0	0
243	0	0	0
244	0	0	0
245	0	0	0
246	0	0	0
247	0	0	0
248	0	0	0
249	0	0	0
250	0	0	0
251	0	0	0
252	0	0	0
253	0	0	0
254	0	0	0
255	0	0	0
